FlowID,SrcIP,DstIP,SrcPort,DstPort,Protocol,FlowDuration,TotFwdPkts,TotBwdPkts,TotLenFwd,TotLenBwd,FwdPktLenMean,FwdPktLenStd,FwdPktLenMin,FwdPktLenMax,BwdPktLenMean,BwdPktLenStd,BwdPktLenMin,BwdPktLenMax,FlowIATMean,FlowIATStd,FlowIATMin,FlowIATMax,FwdIATMean,FwdIATStd,FwdIATMin,FwdIATMax,BwdIATMean,BwdIATStd,BwdIATMin,BwdIATMax,TotalFwdIAT,TotalBwdIAT,TotalBytes,TotalPackets,BytesPerSec,PktsPerSec,FwdBwdPktRatio,FwdBwdByteRatio,FwdPktLenPct25,FwdPktLenPct50,FwdPktLenPct75,FwdPktLenPct90,BwdPktLenPct25,BwdPktLenPct50,BwdPktLenPct75,BwdPktLenPct90,FlowIAT25,FlowIAT50,FlowIAT75,FlowIAT90,FwdIAT25,FwdIAT50,FwdIAT75,FwdIAT90,BwdIAT25,BwdIAT50,BwdIAT75,BwdIAT90,Fwd_SYN,Fwd_FIN,Fwd_RST,Fwd_PSH,Fwd_ACK,Fwd_URG,Bwd_SYN,Bwd_FIN,Bwd_RST,Bwd_PSH,Bwd_ACK,Bwd_URG,MinActive,MeanActive,MaxActive,StdActive,MinIdle,MeanIdle,MaxIdle,StdIdle,SrcPortCat,DstPortCat
1,13.89.179.14,192.168.1.4,443,60789,TCP,0.00023603439331054688,1,1,54,54,54.0,0.0,54,54,54.0,0.0,54,54,0.00023603439331054688,0.0,0.00023603439331054688,0.00023603439331054688,0,0,0,0,0,0,0,0,0.0,0.0,108,2,457560.43636363634,8473.341414141414,1.0,1.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.00023603439331054688,0.00023603439331054688,0.00023603439331054688,0.00023603439331054688,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.00023603439331054688,0.00023603439331054688,0.00023603439331054688,0.0,0,0,0,0,Web,Other
2,13.89.179.14,192.168.1.4,443,60790,TCP,0.0,1,0,54,0,54.0,0.0,54,54,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,54,1,0.0,0.0,0.0,0.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Web,Other
3,192.168.1.4,103.199.160.80,65200,53,UDP,16.946115016937256,4,4,323,998,80.75,10.825317547305483,71,99,249.5,107.08524641611467,94,368,2.4208735738481795,5.544252936613547,0.0010731220245361328,15.978746891021729,5.6458970705668134,7.321849151213952,0.008665084838867188,15.986509084701538,5.646117607752482,7.32122274324962,0.009496927261352539,15.98585295677185,16.93769121170044,16.938352823257446,1321,8,77.95297026366755,0.4720846041705832,1.0,0.32364729458917835,74.0,76.5,83.25,92.7,180.25,268.0,337.25,355.7,0.0073490142822265625,0.00776219367980957,0.47191739082336426,6.952745342254644,0.4755910634994507,0.9425170421600342,8.464513063430786,12.977710676193238,0.47624993324279785,0.9430029392242432,8.464427947998047,12.97728295326233,0,0,0,0,0,0,0,0,0,0,0,0,0.00776219367980957,0.48368406295776367,0.9596059322357178,0.4759218692779541,15.978746891021729,15.978746891021729,15.978746891021729,0.0,Other,System
4,192.168.1.4,140.82.113.22,51314,443,TCP,1.6830620765686035,13,12,4143,5512,318.6923076923077,517.5125988232832,54,1490,459.3333333333333,575.9560650682384,54,1490,0.07012758652369182,0.13384599647225826,0.0,0.4627530574798584,0.10169241825739543,0.13247342102724644,0.0,0.2957320213317871,0.1261609901081432,0.1724222604779767,0.0,0.46477198600769043,1.2203090190887451,1.3877708911895752,9655,25,5736.567970020713,14.853878741638304,1.0833333333333333,0.7516328011611031,54.0,54.0,78.0,1306.2000000000007,54.0,105.5,795.5,1467.8000000000002,0.0,0.0003420114517211914,0.019009768962860107,0.28610026836395264,0.0003147721290588379,0.0020949840545654297,0.28246188163757324,0.2865828275680542,0.0,0.0,0.28778302669525146,0.3470637798309326,1,1,1,3,12,0,1,1,2,6,10,0,1.6830620765686035,1.6830620765686035,1.6830620765686035,0.0,0,0,0,0,Other,Web
5,3.233.158.114,192.168.1.4,443,65390,TCP,0.0003871917724609375,2,2,614,108,307.0,253.0,54,560,54.0,0.0,54,54,0.00012906392415364584,0.00011686667094244524,0.0,0.0002830028533935547,0.0,0.0,0.0,0.0,0.00010418891906738281,0.0,0.00010418891906738281,0.00010418891906738281,0.0,0.00010418891906738281,722,4,1864709.0443349753,10330.79802955665,1.0,5.685185185185185,180.5,307.0,433.5,509.40000000000003,54.0,54.0,54.0,54.0,5.2094459533691406e-05,0.00010418891906738281,0.00019359588623046875,0.0002472400665283203,0.0,0.0,0.0,0.0,0.00010418891906738281,0.00010418891906738281,0.00010418891906738281,0.00010418891906738281,0,1,0,1,2,0,0,0,2,0,1,0,0.0003871917724609375,0.0003871917724609375,0.0003871917724609375,0.0,0,0,0,0,Web,Other
6,192.168.1.4,4.213.25.242,49415,443,TCP,30.15286087989807,2,2,109,120,54.5,0.5,54,55,60.0,6.0,54,66,10.05095362663269,13.179292052663662,0.000392913818359375,28.66962504386902,30.15286087989807,0.0,30.15286087989807,30.15286087989807,28.66962504386902,0.0,28.66962504386902,28.66962504386902,30.15286087989807,28.66962504386902,229,4,7.594635909081079,0.13265739579180924,1.0,0.9083333333333333,54.25,54.5,54.75,54.9,57.0,60.0,63.0,64.8,0.7416179180145264,1.4828429222106934,15.076233983039856,23.232268619537354,30.15286087989807,30.15286087989807,30.15286087989807,30.15286087989807,28.66962504386902,28.66962504386902,28.66962504386902,28.66962504386902,0,0,0,0,2,0,0,0,0,0,2,0,0.0,0.00013097127278645834,0.000392913818359375,0.00018522135025587563,1.4828429222106934,15.076233983039856,28.66962504386902,13.593391060829163,Other,Web
7,192.168.1.4,142.250.206.78,64786,443,TCP,7.3650970458984375,18,19,8666,4875,481.44444444444446,574.1448928839229,54,1466,256.57894736842104,412.3925462327922,54,1466,0.20458602905273438,0.971550441650084,0.0,5.927881956100464,0.40736711726469155,1.3923926326027571,0.0,5.967667102813721,0.4078420533074273,1.4120439923474082,0.0,6.2112648487091064,6.925240993499756,7.341156959533691,13541,37,1838.5365346327476,5.023694836526968,0.9473684210526315,1.7776410256410256,57.0,89.0,817.25,1466.0,54.0,54.0,106.0,1020.1999999999999,0.0,0.00046956539154052734,0.040650367736816406,0.1493285894393921,0.00011897087097167969,0.029428958892822266,0.08395099639892578,0.24694032669067384,0.0,0.035413146018981934,0.06620794534683228,0.3402730226516725,1,1,0,7,17,0,1,2,1,6,18,0,0.7136061191558838,0.7186075448989868,0.7236089706420898,0.005001425743103027,5.927881956100464,5.927881956100464,5.927881956100464,0.0,Other,Web
8,103.165.166.42,192.168.1.4,443,63310,TCP,12.953261137008667,3,4,186,216,62.0,11.313708498984761,54,78,54.0,0.0,54,54,2.1588768561681113,4.822891221911508,0.0,12.94318699836731,6.4762890338897705,6.4762890338897705,0.0,12.952578067779541,4.317678689956665,6.099156698665798,8.0108642578125e-05,12.94318699836731,12.952578067779541,12.953036069869995,402,7,31.03465573248182,0.540404453053166,0.75,0.8611111111111112,54.0,54.0,66.0,73.2,54.0,54.0,54.0,54.0,0.0001163482666015625,0.0004140138626098633,0.007025241851806641,6.476176500320435,3.2381445169448853,6.4762890338897705,9.714433550834656,11.657320261001587,0.0049245357513427734,0.009768962860107422,6.4764779806137085,10.35650339126587,0,1,0,1,3,0,0,1,2,0,3,0,0.000225067138671875,0.005037069320678711,0.009849071502685547,0.004812002182006836,12.94318699836731,12.94318699836731,12.94318699836731,0.0,Web,Other
9,81.19.104.102,192.168.1.4,443,52899,TCP,31.18121910095215,2,2,108,108,54.0,0.0,54,54,54.0,0.0,54,54,10.393739700317383,14.69857517668861,0.00018906593322753906,31.1806640625,31.18103003501892,0.0,31.18103003501892,31.18103003501892,31.180853128433228,0.0,31.180853128433228,31.180853128433228,31.18103003501892,31.180853128433228,216,4,6.92724679239383,0.12828234800729316,1.0,1.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.00027751922607421875,0.00036597251892089844,15.59051501750946,24.944604444503785,31.18103003501892,31.18103003501892,31.18103003501892,31.18103003501892,31.180853128433228,31.180853128433228,31.180853128433228,31.180853128433228,0,0,0,0,2,0,0,0,0,0,2,0,0.00018906593322753906,0.00027751922607421875,0.00036597251892089844,8.845329284667969e-05,31.1806640625,31.1806640625,31.1806640625,0.0,Web,Other
10,213.155.156.102,192.168.1.4,443,56271,TCP,31.18134093284607,2,2,108,108,54.0,0.0,54,54,54.0,0.0,54,54,10.39378031094869,14.698490489545721,0.0003108978271484375,31.18058490753174,31.18103003501892,0.0,31.18103003501892,31.18103003501892,31.180895805358887,0.0,31.180895805358887,31.180895805358887,31.18103003501892,31.180895805358887,216,4,6.927219726219922,0.12828184678185042,1.0,1.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0.00037801265716552734,0.0004451274871826172,15.59051501750946,24.944556951522827,31.18103003501892,31.18103003501892,31.18103003501892,31.18103003501892,31.180895805358887,31.180895805358887,31.180895805358887,31.180895805358887,0,0,0,0,2,0,0,0,0,0,2,0,0.0003108978271484375,0.00037801265716552734,0.0004451274871826172,6.711483001708984e-05,31.18058490753174,31.18058490753174,31.18058490753174,0.0,Web,Other
